"","UF","NOME_MUNICIPIO"
"3462","PR","PIRAÍ DO SUL"
"3463","PR","PITANGA"
"3464","PR","PITANGUEIRAS"
"3465","PR","PIÊN"
"3466","PR","PLANALTINA DO PARANÁ"
"3467","PR","PLANALTO"
"3468","PR","PONTA GROSSA"
"3469","PR","PONTAL DO PARANÁ"
"3470","PR","PORECATU"
"3471","PR","PORTO AMAZONAS"
"3472","PR","PORTO BARREIRO"
"3473","PR","PORTO RICO"
"3474","PR","PORTO VITÓRIA"
"3475","PR","PRADO FERREIRA"
"3476","PR","PRANCHITA"
"3477","PR","PRESIDENTE CASTELO BRANCO"
"3478","PR","PRIMEIRO DE MAIO"
"3479","PR","PRUDENTÓPOLIS"
"3480","PR","PÉROLA"
"3481","PR","PÉROLA D'OESTE"
"3482","PR","QUARTO CENTENÁRIO"
"3483","PR","QUATIGUÁ"
"3484","PR","QUATRO BARRAS"
"3485","PR","QUATRO PONTES"
"3486","PR","QUEDAS DO IGUAÇU"
"3487","PR","QUERÊNCIA DO NORTE"
"3488","PR","QUINTA DO SOL"
"3489","PR","QUITANDINHA"
"3490","PR","RAMILÂNDIA"
"3491","PR","RANCHO ALEGRE"
"3492","PR","RANCHO ALEGRE D'OESTE"
"3493","PR","REALEZA"
"3494","PR","REBOUÇAS"
"3495","PR","RENASCENÇA"
"3496","PR","RESERVA"
"3497","PR","RESERVA DO IGUAÇU"
"3498","PR","RIBEIRÃO CLARO"
"3499","PR","RIBEIRÃO DO PINHAL"
"3500","PR","RIO AZUL"
"3501","PR","RIO BOM"
"3502","PR","RIO BONITO DO IGUAÇU"
"3503","PR","RIO BRANCO DO IVAÍ"
"3504","PR","RIO BRANCO DO SUL"
"3505","PR","RIO NEGRO"
"3506","PR","ROLÂNDIA"
"3507","PR","RONCADOR"
"3508","PR","RONDON"
"3509","PR","ROSÁRIO DO IVAÍ"
"3510","PR","SABÁUDIA"
"3511","PR","SALGADO FILHO"
"3512","PR","SALTO DO ITARARÉ"
"3513","PR","SALTO DO LONTRA"
"3514","PR","SANTA AMÉLIA"
"3515","PR","SANTA CECÍLIA DO PAVÃO"
"3516","PR","SANTA CRUZ DE MONTE CASTELO"
"3517","PR","SANTA FÉ"
"3518","PR","SANTA HELENA"
"3519","PR","SANTA INÊS"
"3520","PR","SANTA ISABEL DO IVAÍ"
"3521","PR","SANTA IZABEL DO OESTE"
"3522","PR","SANTA LÚCIA"
"3523","PR","SANTA MARIA DO OESTE"
"3524","PR","SANTA MARIANA"
"3525","PR","SANTA MÔNICA"
"3526","PR","SANTA TEREZA DO OESTE"
"3527","PR","SANTA TEREZINHA DE ITAIPU"
"3528","PR","SANTANA DO ITARARÉ"
"3529","PR","SANTO ANTONIO DO CAIUÁ"
"3530","PR","SANTO ANTÔNIO DA PLATINA"
"3531","PR","SANTO ANTÔNIO DO PARAÍSO"
"3532","PR","SANTO ANTÔNIO DO SUDOESTE"
"3533","PR","SANTO INÁCIO"
"3534","PR","SAPOPEMA"
"3535","PR","SARANDI"
"3536","PR","SAUDADE DO IGUAÇU"
"3537","PR","SENGÉS"
"3538","PR","SERRANÓPOLIS DO IGUAÇU"
"3539","PR","SERTANEJA"
"3540","PR","SERTANÓPOLIS"
"3541","PR","SIQUEIRA CAMPOS"
"3542","PR","SULINA"
"3543","PR","SÃO CARLOS DO IVAÍ"
"3544","PR","SÃO JERÔNIMO DA SERRA"
"3545","PR","SÃO JORGE D'OESTE"
"3546","PR","SÃO JORGE DO IVAÍ"
"3547","PR","SÃO JORGE DO PATROCÍNIO"
"3548","PR","SÃO JOSÉ DA BOA VISTA"
"3549","PR","SÃO JOSÉ DAS PALMEIRAS"
"3550","PR","SÃO JOSÉ DOS PINHAIS"
"3551","PR","SÃO JOÃO"
"3552","PR","SÃO JOÃO DO CAIUÁ"
"3553","PR","SÃO JOÃO DO IVAÍ"
"3554","PR","SÃO JOÃO DO TRIUNFO"
"3555","PR","SÃO MANOEL DO PARANÁ"
"3556","PR","SÃO MATEUS DO SUL"
"3557","PR","SÃO MIGUEL DO IGUAÇU"
"3558","PR","SÃO PEDRO DO IGUAÇU"
"3559","PR","SÃO PEDRO DO IVAÍ"
"3560","PR","SÃO PEDRO DO PARANÁ"
"3561","PR","SÃO SEBASTIÃO DA AMOREIRA"
"3562","PR","SÃO TOMÉ"
"3563","PR","TAMARANA"
"3564","PR","TAMBOARA"
"3565","PR","TAPEJARA"
"3566","PR","TAPIRA"
"3567","PR","TEIXEIRA SOARES"
"3568","PR","TELÊMACO BORBA"
"3569","PR","TERRA BOA"
"3570","PR","TERRA RICA"
"3571","PR","TERRA ROXA"
"3572","PR","TIBAGI"
"3573","PR","TIJUCAS DO SUL"
"3574","PR","TOLEDO"
"3575","PR","TOMAZINA"
"3576","PR","TRÊS BARRAS DO PARANÁ"
"3577","PR","TUNAS DO PARANÁ"
"3578","PR","TUNEIRAS DO OESTE"
"3579","PR","TUPÃSSI"
"3580","PR","TURVO"
"3581","PR","UBIRATÃ"
"3582","PR","UMUARAMA"
"3583","PR","UNIFLOR"
"3584","PR","UNIÃO DA VITÓRIA"
"3585","PR","URAÍ"
"3586","PR","VENTANIA"
"3587","PR","VERA CRUZ DO OESTE"
"3588","PR","VERÊ"
"3589","PR","VIRMOND"
"3590","PR","VITORINO"
"3591","PR","WENCESLAU BRAZ"
"3592","PR","XAMBRÊ"
"3593","PR","ÂNGULO"
"3594","RJ","ANGRA DOS REIS"
"3595","RJ","APERIBÉ"
"3596","RJ","ARARUAMA"
"3597","RJ","AREAL"
"3598","RJ","ARMAÇÃO DOS BÚZIOS"
"3599","RJ","ARRAIAL DO CABO"
"3600","RJ","BARRA DO PIRAÍ"
"3601","RJ","BARRA MANSA"
"3602","RJ","BELFORD ROXO"
"3603","RJ","BOM JARDIM"
"3604","RJ","BOM JESUS DO ITABAPOANA"
"3605","RJ","CABO FRIO"
"3606","RJ","CACHOEIRAS DE MACACU"
"3607","RJ","CAMBUCI"
"3608","RJ","CAMPOS DOS GOYTACAZES"
"3609","RJ","CANTAGALO"
"3610","RJ","CARAPEBUS"
"3611","RJ","CARDOSO MOREIRA"
"3612","RJ","CARMO"
"3613","RJ","CASIMIRO DE ABREU"
"3614","RJ","COMENDADOR LEVY GASPARIAN"
"3615","RJ","CONCEIÇÃO DE MACABU"
"3616","RJ","CORDEIRO"
"3617","RJ","DUAS BARRAS"
"3618","RJ","DUQUE DE CAXIAS"
"3619","RJ","ENGENHEIRO PAULO DE FRONTIN"
"3620","RJ","GUAPIMIRIM"
"3621","RJ","IGUABA GRANDE"
"3622","RJ","ITABORAÍ"
"3623","RJ","ITAGUAÍ"
"3624","RJ","ITALVA"
"3625","RJ","ITAOCARA"
"3626","RJ","ITAPERUNA"
"3627","RJ","ITATIAIA"
"3628","RJ","JAPERI"
"3629","RJ","LAJE DO MURIAÉ"
"3630","RJ","MACAÉ"
"3631","RJ","MACUCO"
"3632","RJ","MAGÉ"
"3633","RJ","MANGARATIBA"
"3634","RJ","MARICÁ"
"3635","RJ","MENDES"
"3636","RJ","MESQUITA"
"3637","RJ","MIGUEL PEREIRA"
"3638","RJ","MIRACEMA"
"3639","RJ","NATIVIDADE"
"3640","RJ","NILÓPOLIS"
"3641","RJ","NITERÓI"
"3642","RJ","NOVA FRIBURGO"
"3643","RJ","NOVA IGUAÇU"
"3644","RJ","PARACAMBI"
"3645","RJ","PARATY"
"3646","RJ","PARAÍBA DO SUL"
"3647","RJ","PATY DO ALFERES"
"3648","RJ","PETRÓPOLIS"
"3649","RJ","PINHEIRAL"
"3650","RJ","PIRAÍ"
"3651","RJ","PORCIÚNCULA"
"3652","RJ","PORTO REAL"
"3653","RJ","QUATIS"
"3654","RJ","QUEIMADOS"
"3655","RJ","QUISSAMÃ"
"3656","RJ","RESENDE"
"3657","RJ","RIO BONITO"
"3658","RJ","RIO CLARO"
"3659","RJ","RIO DAS FLORES"
"3660","RJ","RIO DAS OSTRAS"
"3661","RJ","RIO DE JANEIRO"
"3662","RJ","SANTA MARIA MADALENA"
"3663","RJ","SANTO ANTÔNIO DE PÁDUA"
"3664","RJ","SAPUCAIA"
"3665","RJ","SAQUAREMA"
"3666","RJ","SEROPÉDICA"
"3667","RJ","SILVA JARDIM"
"3668","RJ","SUMIDOURO"
"3669","RJ","SÃO FIDÉLIS"
"3670","RJ","SÃO FRANCISCO DE ITABAPOANA"
"3671","RJ","SÃO GONÇALO"
"3672","RJ","SÃO JOSÉ DE UBÁ"
"3673","RJ","SÃO JOSÉ DO VALE DO RIO PRETO"
"3674","RJ","SÃO JOÃO DA BARRA"
"3675","RJ","SÃO JOÃO DE MERITI"
"3676","RJ","SÃO PEDRO DA ALDEIA"
"3677","RJ","SÃO SEBASTIÃO DO ALTO"
"3678","RJ","TANGUÁ"
"3679","RJ","TERESÓPOLIS"
"3680","RJ","TRAJANO DE MORAIS"
"3681","RJ","TRÊS RIOS"
"3682","RJ","VALENÇA"
"3683","RJ","VARRE-SAI"
"3684","RJ","VASSOURAS"
"3685","RJ","VOLTA REDONDA"
"3686","RN","ACARI"
"3687","RN","AFONSO BEZERRA"
"3688","RN","ALEXANDRIA"
"3689","RN","ALMINO AFONSO"
"3690","RN","ALTO DO RODRIGUES"
"3691","RN","ANGICOS"
"3692","RN","ANTÔNIO MARTINS"
"3693","RN","APODI"
"3694","RN","AREIA BRANCA"
"3695","RN","ARÊS"
"3696","RN","ASSÚ"
"3697","RN","BARAÚNA"
"3698","RN","BARCELONA"
"3699","RN","BAÍA FORMOSA"
"3700","RN","BENTO FERNANDES"
"3701","RN","BOA SAÚDE"
"3702","RN","BODÓ"
"3703","RN","BOM JESUS"
"3704","RN","BREJINHO"
"3705","RN","CAICÓ"
"3706","RN","CAIÇARA DO NORTE"
"3707","RN","CAIÇARA DO RIO DO VENTO"
"3708","RN","CAMPO GRANDE"
"3709","RN","CAMPO REDONDO"
"3710","RN","CANGUARETAMA"
"3711","RN","CARAÚBAS"
"3712","RN","CARNAUBAIS"
"3713","RN","CARNAÚBA DOS DANTAS"
"3714","RN","CEARÁ-MIRIM"
"3715","RN","CERRO CORÁ"
"3716","RN","CORONEL EZEQUIEL"
"3717","RN","CORONEL JOÃO PESSOA"
"3718","RN","CRUZETA"
"3719","RN","CURRAIS NOVOS"
"3720","RN","DOUTOR SEVERIANO"
"3721","RN","ENCANTO"
"3722","RN","EQUADOR"
"3723","RN","ESPÍRITO SANTO"
"3724","RN","EXTREMOZ"
"3725","RN","FELIPE GUERRA"
"3726","RN","FERNANDO PEDROZA"
"3727","RN","FLORÂNIA"
"3728","RN","FRANCISCO DANTAS"
"3729","RN","FRUTUOSO GOMES"
"3730","RN","GALINHOS"
"3731","RN","GOIANINHA"
"3732","RN","GOVERNADOR DIX-SEPT ROSADO"
"3733","RN","GROSSOS"
"3734","RN","GUAMARÉ"
"3735","RN","IELMO MARINHO"
"3736","RN","IPANGUAÇU"
"3737","RN","IPUEIRA"
"3738","RN","ITAJÁ"
"3739","RN","ITAÚ"
"3740","RN","JANDAÍRA"
"3741","RN","JANDUÍS"
"3742","RN","JAPI"
"3743","RN","JARDIM DE ANGICOS"
"3744","RN","JARDIM DE PIRANHAS"
"3745","RN","JARDIM DO SERIDÓ"
"3746","RN","JAÇANÃ"
"3747","RN","JOSÉ DA PENHA"
"3748","RN","JOÃO CÂMARA"
"3749","RN","JOÃO DIAS"
"3750","RN","JUCURUTU"
"3751","RN","JUNDIÁ"
"3752","RN","LAGOA D'ANTA"
"3753","RN","LAGOA DE PEDRAS"
"3754","RN","LAGOA DE VELHOS"
"3755","RN","LAGOA NOVA"
"3756","RN","LAGOA SALGADA"
"3757","RN","LAJES"
"3758","RN","LAJES PINTADAS"
"3759","RN","LUCRÉCIA"
"3760","RN","LUÍS GOMES"
"3761","RN","MACAU"
"3762","RN","MACAÍBA"
"3763","RN","MAJOR SALES"
"3764","RN","MARCELINO VIEIRA"
"3765","RN","MARTINS"
"3766","RN","MAXARANGUAPE"
"3767","RN","MESSIAS TARGINO"
"3768","RN","MONTANHAS"
"3769","RN","MONTE ALEGRE"
"3770","RN","MONTE DAS GAMELEIRAS"
"3771","RN","MOSSORÓ"
"3772","RN","NATAL"
"3773","RN","NOVA CRUZ"
"3774","RN","NÍSIA FLORESTA"
"3775","RN","OLHO D'ÁGUA DO BORGES"
"3776","RN","OURO BRANCO"
"3777","RN","PARANÁ"
"3778","RN","PARAZINHO"
"3779","RN","PARAÚ"
"3780","RN","PARELHAS"
"3781","RN","PARNAMIRIM"
"3782","RN","PASSA E FICA"
"3783","RN","PASSAGEM"
"3784","RN","PATU"
"3785","RN","PAU DOS FERROS"
"3786","RN","PEDRA GRANDE"
"3787","RN","PEDRA PRETA"
"3788","RN","PEDRO AVELINO"
"3789","RN","PEDRO VELHO"
"3790","RN","PENDÊNCIAS"
"3791","RN","PILÕES"
"3792","RN","PORTALEGRE"
"3793","RN","PORTO DO MANGUE"
"3794","RN","POÇO BRANCO"
"3795","RN","PUREZA"
"3796","RN","RAFAEL FERNANDES"
"3797","RN","RAFAEL GODEIRO"
"3798","RN","RIACHO DA CRUZ"
"3799","RN","RIACHO DE SANTANA"
"3800","RN","RIACHUELO"
"3801","RN","RIO DO FOGO"
"3802","RN","RODOLFO FERNANDES"
"3803","RN","RUY BARBOSA"
"3804","RN","SANTA CRUZ"
"3805","RN","SANTA MARIA"
"3806","RN","SANTANA DO MATOS"
"3807","RN","SANTANA DO SERIDÓ"
"3808","RN","SANTO ANTÔNIO"
"3809","RN","SENADOR ELÓI DE SOUZA"
"3810","RN","SENADOR GEORGINO AVELINO"
"3811","RN","SERRA CAIADA"
"3812","RN","SERRA DE SÃO BENTO"
"3813","RN","SERRA DO MEL"
"3814","RN","SERRA NEGRA DO NORTE"
"3815","RN","SERRINHA"
"3816","RN","SERRINHA DOS PINTOS"
"3817","RN","SEVERIANO MELO"
"3818","RN","SÃO BENTO DO NORTE"
"3819","RN","SÃO BENTO DO TRAIRÍ"
"3820","RN","SÃO FERNANDO"
"3821","RN","SÃO FRANCISCO DO OESTE"
"3822","RN","SÃO GONÇALO DO AMARANTE"
"3823","RN","SÃO JOSÉ DE MIPIBU"
"3824","RN","SÃO JOSÉ DO CAMPESTRE"
"3825","RN","SÃO JOSÉ DO SERIDÓ"
"3826","RN","SÃO JOÃO DO SABUGI"
"3827","RN","SÃO MIGUEL"
"3828","RN","SÃO MIGUEL DO GOSTOSO"
"3829","RN","SÃO PAULO DO POTENGI"
"3830","RN","SÃO PEDRO"
"3831","RN","SÃO RAFAEL"
"3832","RN","SÃO TOMÉ"
"3833","RN","SÃO VICENTE"
"3834","RN","SÍTIO NOVO"
"3835","RN","TABOLEIRO GRANDE"
"3836","RN","TAIPU"
"3837","RN","TANGARÁ"
"3838","RN","TENENTE ANANIAS"
"3839","RN","TENENTE LAURENTINO CRUZ"
"3840","RN","TIBAU"
"3841","RN","TIBAU DO SUL"
"3842","RN","TIMBAÚBA DOS BATISTAS"
"3843","RN","TOUROS"
"3844","RN","TRIUNFO POTIGUAR"
"3845","RN","UMARIZAL"
"3846","RN","UPANEMA"
"3847","RN","VENHA-VER"
"3848","RN","VERA CRUZ"
"3849","RN","VILA FLOR"
"3850","RN","VIÇOSA"
"3851","RN","VÁRZEA"
"3852","RN","ÁGUA NOVA"
"3853","RO","ALTA FLORESTA DO OESTE"
"3854","RO","ALTO ALEGRE DOS PARECIS"
"3855","RO","ALTO PARAÍSO"
"3856","RO","ALVORADA DO OESTE"
"3857","RO","ARIQUEMES"
"3858","RO","BURITIS"
"3859","RO","CABIXI"
"3860","RO","CACAULÂNDIA"
"3861","RO","CACOAL"
"3862","RO","CAMPO NOVO DE RONDÔNIA"
"3863","RO","CANDEIAS DO JAMARI"
"3864","RO","CASTANHEIRAS"
"3865","RO","CEREJEIRAS"
"3866","RO","CHUPINGUAIA"
"3867","RO","COLORADO DO OESTE"
"3868","RO","CORUMBIARA"
"3869","RO","COSTA MARQUES"
"3870","RO","CUJUBIM"
"3871","RO","ESPIGÃO DO OESTE"
"3872","RO","GOVERNADOR JORGE TEIXEIRA"
"3873","RO","GUAJARÁ-MIRIM"
"3874","RO","ITAPUÃ DO OESTE"
"3875","RO","JARU"
"3876","RO","JI-PARANÁ"
"3877","RO","MACHADINHO DO OESTE"
"3878","RO","MINISTRO ANDREAZZA"
"3879","RO","MIRANTE DA SERRA"
"3880","RO","MONTE NEGRO"
"3881","RO","NOVA BRASILÂNDIA DO OESTE"
"3882","RO","NOVA MAMORÉ"
"3883","RO","NOVA UNIÃO"
"3884","RO","NOVO HORIZONTE DO OESTE"
"3885","RO","OURO PRETO DO OESTE"
"3886","RO","PARECIS"
"3887","RO","PIMENTA BUENO"
"3888","RO","PIMENTEIRAS DO OESTE"
"3889","RO","PORTO VELHO"
"3890","RO","PRESIDENTE MÉDICI"
"3891","RO","PRIMAVERA DE RONDÔNIA"
"3892","RO","RIO CRESPO"
"3893","RO","ROLIM DE MOURA"
"3894","RO","SANTA LUZIA DO OESTE"
"3895","RO","SERINGUEIRAS"
"3896","RO","SÃO FELIPE DO OESTE"
"3897","RO","SÃO FRANCISCO DO GUAPORÉ"
"3898","RO","SÃO MIGUEL DO GUAPORÉ"
"3899","RO","TEIXEIRÓPOLIS"
"3900","RO","THEOBROMA"
"3901","RO","URUPÁ"
"3902","RO","VALE DO ANARI"
"3903","RO","VALE DO PARAÍSO"
"3904","RO","VILHENA"
"3905","RR","ALTO ALEGRE"
"3906","RR","AMAJARI"
"3907","RR","BOA VISTA"
"3908","RR","BONFIM"
"3909","RR","CANTÁ"
"3910","RR","CARACARAÍ"
"3911","RR","CAROEBE"
"3912","RR","IRACEMA"
"3913","RR","MUCAJAÍ"
"3914","RR","NORMANDIA"
"3915","RR","PACARAIMA"
"3916","RR","RORAINÓPOLIS"
"3917","RR","SÃO JOÃO DA BALIZA"
"3918","RR","SÃO LUIZ"
"3919","RR","UIRAMUTÃ"
"3920","RS","ACEGUÁ"
"3921","RS","AGUDO"
"3922","RS","AJURICABA"
"3923","RS","ALECRIM"
"3924","RS","ALEGRETE"
"3925","RS","ALEGRIA"
"3926","RS","ALMIRANTE TAMANDARÉ DO SUL"
"3927","RS","ALPESTRE"
"3928","RS","ALTO ALEGRE"
"3929","RS","ALTO FELIZ"
"3930","RS","ALVORADA"
"3931","RS","AMARAL FERRADOR"
"3932","RS","AMETISTA DO SUL"
"3933","RS","ANDRÉ DA ROCHA"
"3934","RS","ANTA GORDA"
"3935","RS","ANTÔNIO PRADO"
"3936","RS","ARAMBARÉ"
"3937","RS","ARARICÁ"
"3938","RS","ARATIBA"
"3939","RS","ARROIO DO MEIO"
"3940","RS","ARROIO DO PADRE"
"3941","RS","ARROIO DO SAL"
"3942","RS","ARROIO DO TIGRE"
"3943","RS","ARROIO DOS RATOS"
"3944","RS","ARROIO GRANDE"
"3945","RS","ARVOREZINHA"
"3946","RS","AUGUSTO PESTANA"
"3947","RS","BAGÉ"
"3948","RS","BALNEÁRIO PINHAL"
"3949","RS","BARRA DO GUARITA"
"3950","RS","BARRA DO QUARAÍ"
"3951","RS","BARRA DO RIBEIRO"
"3952","RS","BARRA DO RIO AZUL"
"3953","RS","BARRA FUNDA"
"3954","RS","BARRACÃO"
"3955","RS","BARROS CASSAL"
"3956","RS","BARÃO"
"3957","RS","BARÃO DE COTEGIPE"
"3958","RS","BARÃO DO TRIUNFO"
"3959","RS","BENJAMIN CONSTANT DO SUL"
"3960","RS","BENTO GONÇALVES"
"3961","RS","BOA VISTA DAS MISSÕES"
"3962","RS","BOA VISTA DO BURICÁ"
"3963","RS","BOA VISTA DO CADEADO"
"3964","RS","BOA VISTA DO INCRA"
"3965","RS","BOA VISTA DO SUL"
"3966","RS","BOM JESUS"
"3967","RS","BOM PRINCÍPIO"
"3968","RS","BOM PROGRESSO"
"3969","RS","BOM RETIRO DO SUL"
"3970","RS","BOQUEIRÃO DO LEÃO"
"3971","RS","BOSSOROCA"
"3972","RS","BOZANO"
"3973","RS","BRAGA"
"3974","RS","BROCHIER"
"3975","RS","BUTIÁ"
"3976","RS","CACEQUI"
"3977","RS","CACHOEIRA DO SUL"
"3978","RS","CACHOEIRINHA"
"3979","RS","CACIQUE DOBLE"
"3980","RS","CAIBATÉ"
"3981","RS","CAIÇARA"
"3982","RS","CAMAQUÃ"
"3983","RS","CAMARGO"
"3984","RS","CAMBARÁ DO SUL"
"3985","RS","CAMPESTRE DA SERRA"
"3986","RS","CAMPINA DAS MISSÕES"
"3987","RS","CAMPINAS DO SUL"
"3988","RS","CAMPO BOM"
"3989","RS","CAMPO NOVO"
"3990","RS","CAMPOS BORGES"
"3991","RS","CANDELÁRIA"
"3992","RS","CANDIOTA"
"3993","RS","CANELA"
"3994","RS","CANGUÇU"
"3995","RS","CANOAS"
"3996","RS","CANUDOS DO VALE"
"3997","RS","CAPELA DE SANTANA"
"3998","RS","CAPITÃO"
"3999","RS","CAPIVARI DO SUL"
"4000","RS","CAPÃO BONITO DO SUL"
"4001","RS","CAPÃO DA CANOA"
"4002","RS","CAPÃO DO CIPÓ"
"4003","RS","CAPÃO DO LEÃO"
"4004","RS","CARAZINHO"
"4005","RS","CARAÁ"
"4006","RS","CARLOS BARBOSA"
"4007","RS","CARLOS GOMES"
"4008","RS","CASCA"
"4009","RS","CASEIROS"
"4010","RS","CATUÍPE"
"4011","RS","CAXIAS DO SUL"
"4012","RS","CAÇAPAVA DO SUL"
"4013","RS","CENTENÁRIO"
"4014","RS","CERRITO"
"4015","RS","CERRO BRANCO"
"4016","RS","CERRO GRANDE"
"4017","RS","CERRO GRANDE DO SUL"
"4018","RS","CERRO LARGO"
"4019","RS","CHAPADA"
"4020","RS","CHARQUEADAS"
"4021","RS","CHARRUA"
"4022","RS","CHIAPETTA"
"4023","RS","CHUVISCA"
"4024","RS","CHUÍ"
"4025","RS","CIDREIRA"
"4026","RS","CIRÍACO"
"4027","RS","COLINAS"
"4028","RS","COLORADO"
"4029","RS","CONDOR"
"4030","RS","CONSTANTINA"
"4031","RS","COQUEIRO BAIXO"
"4032","RS","COQUEIROS DO SUL"
"4033","RS","CORONEL BARROS"
"4034","RS","CORONEL BICACO"
"4035","RS","CORONEL PILAR"
"4036","RS","COTIPORÃ"
"4037","RS","COXILHA"
"4038","RS","CRISSIUMAL"
"4039","RS","CRISTAL"
"4040","RS","CRISTAL DO SUL"
"4041","RS","CRUZ ALTA"
"4042","RS","CRUZALTENSE"
"4043","RS","CRUZEIRO DO SUL"
"4044","RS","CÂNDIDO GODÓI"
"4045","RS","DAVID CANABARRO"
"4046","RS","DERRUBADAS"
"4047","RS","DEZESSEIS DE NOVEMBRO"
"4048","RS","DILERMANDO DE AGUIAR"
"4049","RS","DOIS IRMÃOS"
"4050","RS","DOIS IRMÃOS DAS MISSÕES"
"4051","RS","DOIS LAJEADOS"
"4052","RS","DOM FELICIANO"
"4053","RS","DOM PEDRITO"
"4054","RS","DOM PEDRO DE ALCÂNTARA"
"4055","RS","DONA FRANCISCA"
"4056","RS","DOUTOR MAURÍCIO CARDOSO"
"4057","RS","DOUTOR RICARDO"
"4058","RS","ELDORADO DO SUL"
"4059","RS","ENCANTADO"
"4060","RS","ENCRUZILHADA DO SUL"
"4061","RS","ENGENHO VELHO"
"4062","RS","ENTRE RIOS DO SUL"
"4063","RS","ENTRE-IJUÍS"
"4064","RS","EREBANGO"
"4065","RS","ERECHIM"
"4066","RS","ERNESTINA"
"4067","RS","ERVAL GRANDE"
"4068","RS","ERVAL SECO"
"4069","RS","ESMERALDA"
"4070","RS","ESPERANÇA DO SUL"
"4071","RS","ESPUMOSO"
"4072","RS","ESTAÇÃO"
"4073","RS","ESTEIO"
"4074","RS","ESTRELA"
"4075","RS","ESTRELA VELHA"
"4076","RS","ESTÂNCIA VELHA"
"4077","RS","EUGÊNIO DE CASTRO"
"4078","RS","FAGUNDES VARELA"
"4079","RS","FARROUPILHA"
"4080","RS","FAXINAL DO SOTURNO"
"4081","RS","FAXINALZINHO"
"4082","RS","FAZENDA VILANOVA"
"4083","RS","FELIZ"
"4084","RS","FLORES DA CUNHA"
"4085","RS","FLORIANO PEIXOTO"
"4086","RS","FONTOURA XAVIER"
"4087","RS","FORMIGUEIRO"
"4088","RS","FORQUETINHA"
"4089","RS","FORTALEZA DOS VALOS"
"4090","RS","FREDERICO WESTPHALEN"
"4091","RS","GARIBALDI"
"4092","RS","GARRUCHOS"
"4093","RS","GAURAMA"
"4094","RS","GENERAL CÂMARA"
"4095","RS","GENTIL"
"4096","RS","GETÚLIO VARGAS"
"4097","RS","GIRUÁ"
"4098","RS","GLORINHA"
"4099","RS","GRAMADO"
"4100","RS","GRAMADO DOS LOUREIROS"
"4101","RS","GRAMADO XAVIER"
"4102","RS","GRAVATAÍ"
"4103","RS","GUABIJU"
"4104","RS","GUAPORÉ"
"4105","RS","GUARANI DAS MISSÕES"
"4106","RS","GUAÍBA"
"4107","RS","HARMONIA"
"4108","RS","HERVAL"
"4109","RS","HERVEIRAS"
"4110","RS","HORIZONTINA"
"4111","RS","HULHA NEGRA"
"4112","RS","HUMAITÁ"
"4113","RS","IBARAMA"
"4114","RS","IBIAÇÁ"
"4115","RS","IBIRAIARAS"
"4116","RS","IBIRAPUITÃ"
"4117","RS","IBIRUBÁ"
"4118","RS","IGREJINHA"
"4119","RS","IJUÍ"
"4120","RS","ILÓPOLIS"
"4121","RS","IMBÉ"
"4122","RS","IMIGRANTE"
"4123","RS","INDEPENDÊNCIA"
"4124","RS","INHACORÁ"
"4125","RS","IPIRANGA DO SUL"
"4126","RS","IPÊ"
"4127","RS","IRAÍ"
"4128","RS","ITAARA"
"4129","RS","ITACURUBI"
"4130","RS","ITAPUCA"
"4131","RS","ITAQUI"
"4132","RS","ITATI"
"4133","RS","ITATIBA DO SUL"
"4134","RS","IVORÁ"
"4135","RS","IVOTI"
"4136","RS","JABOTICABA"
"4137","RS","JACUIZINHO"
"4138","RS","JACUTINGA"
"4139","RS","JAGUARI"
"4140","RS","JAGUARÃO"
"4141","RS","JAQUIRANA"
"4142","RS","JARI"
"4143","RS","JÓIA"
"4144","RS","JÚLIO DE CASTILHOS"
"4145","RS","LAGOA BONITA DO SUL"
"4146","RS","LAGOA DOS TRÊS CANTOS"
"4147","RS","LAGOA VERMELHA"
"4148","RS","LAGOÃO"
"4149","RS","LAJEADO"
"4150","RS","LAJEADO DO BUGRE"
"4151","RS","LAVRAS DO SUL"
"4152","RS","LIBERATO SALZANO"
"4153","RS","LINDOLFO COLLOR"
"4154","RS","LINHA NOVA"
"4155","RS","MACHADINHO"
"4156","RS","MAMPITUBA"
"4157","RS","MANOEL VIANA"
"4158","RS","MAQUINÉ"
"4159","RS","MARATÁ"
"4160","RS","MARAU"
"4161","RS","MARCELINO RAMOS"
"4162","RS","MARIANA PIMENTEL"
"4163","RS","MARIANO MORO"
"4164","RS","MARQUES DE SOUZA"
"4165","RS","MATA"
"4166","RS","MATO CASTELHANO"
"4167","RS","MATO LEITÃO"
"4168","RS","MATO QUEIMADO"
"4169","RS","MAXIMILIANO DE ALMEIDA"
"4170","RS","MAÇAMBARÁ"
"4171","RS","MINAS DO LEÃO"
"4172","RS","MIRAGUAÍ"
"4173","RS","MONTAURI"
"4174","RS","MONTE ALEGRE DOS CAMPOS"
"4175","RS","MONTE BELO DO SUL"
"4176","RS","MONTENEGRO"
"4177","RS","MORMAÇO"
"4178","RS","MORRINHOS DO SUL"
"4179","RS","MORRO REDONDO"
"4180","RS","MORRO REUTER"
"4181","RS","MOSTARDAS"
"4182","RS","MUITOS CAPÕES"
"4183","RS","MULITERNO"
"4184","RS","MUÇUM"
"4185","RS","NICOLAU VERGUEIRO"
"4186","RS","NONOAI"
