"","UF","NOME_MUNICIPIO"
"4937","SP","DOIS CÓRREGOS"
"4938","SP","DOLCINÓPOLIS"
"4939","SP","DOURADO"
"4940","SP","DRACENA"
"4941","SP","DUARTINA"
"4942","SP","DUMONT"
"4943","SP","ECHAPORÃ"
"4944","SP","ELDORADO"
"4945","SP","ELIAS FAUSTO"
"4946","SP","ELISIÁRIO"
"4947","SP","EMBAÚBA"
"4948","SP","EMBU DAS ARTES"
"4949","SP","EMBU-GUAÇU"
"4950","SP","EMILIANÓPOLIS"
"4951","SP","ENGENHEIRO COELHO"
"4952","SP","ESPÍRITO SANTO DO PINHAL"
"4953","SP","ESPÍRITO SANTO DO TURVO"
"4954","SP","ESTIVA GERBI"
"4955","SP","ESTRELA D'OESTE"
"4956","SP","ESTRELA DO NORTE"
"4957","SP","EUCLIDES DA CUNHA PAULISTA"
"4958","SP","FARTURA"
"4959","SP","FERNANDO PRESTES"
"4960","SP","FERNANDÓPOLIS"
"4961","SP","FERNÃO"
"4962","SP","FERRAZ DE VASCONCELOS"
"4963","SP","FLORA RICA"
"4964","SP","FLOREAL"
"4965","SP","FLORÍNEA"
"4966","SP","FLÓRIDA PAULISTA"
"4967","SP","FRANCA"
"4968","SP","FRANCISCO MORATO"
"4969","SP","FRANCO DA ROCHA"
"4970","SP","GABRIEL MONTEIRO"
"4971","SP","GARÇA"
"4972","SP","GASTÃO VIDIGAL"
"4973","SP","GAVIÃO PEIXOTO"
"4974","SP","GENERAL SALGADO"
"4975","SP","GETULINA"
"4976","SP","GLICÉRIO"
"4977","SP","GUAIMBÉ"
"4978","SP","GUAIÇARA"
"4979","SP","GUAPIARA"
"4980","SP","GUAPIAÇU"
"4981","SP","GUARACI"
"4982","SP","GUARANI D'OESTE"
"4983","SP","GUARANTÃ"
"4984","SP","GUARARAPES"
"4985","SP","GUARAREMA"
"4986","SP","GUARATINGUETÁ"
"4987","SP","GUARAÇAÍ"
"4988","SP","GUAREÍ"
"4989","SP","GUARIBA"
"4990","SP","GUARUJÁ"
"4991","SP","GUARULHOS"
"4992","SP","GUARÁ"
"4993","SP","GUATAPARÁ"
"4994","SP","GUAÍRA"
"4995","SP","GUZOLÂNDIA"
"4996","SP","GÁLIA"
"4997","SP","HERCULÂNDIA"
"4998","SP","HOLAMBRA"
"4999","SP","HORTOLÂNDIA"
"5000","SP","IACANGA"
"5001","SP","IACRI"
"5002","SP","IARAS"
"5003","SP","IBATÉ"
"5004","SP","IBIRAREMA"
"5005","SP","IBIRÁ"
"5006","SP","IBITINGA"
"5007","SP","IBIÚNA"
"5008","SP","ICÉM"
"5009","SP","IEPÊ"
"5010","SP","IGARAPAVA"
"5011","SP","IGARATÁ"
"5012","SP","IGARAÇU DO TIETÊ"
"5013","SP","IGUAPE"
"5014","SP","ILHA COMPRIDA"
"5015","SP","ILHA SOLTEIRA"
"5016","SP","ILHABELA"
"5017","SP","INDAIATUBA"
"5018","SP","INDIANA"
"5019","SP","INDIAPORÃ"
"5020","SP","INÚBIA PAULISTA"
"5021","SP","IPAUSSU"
"5022","SP","IPERÓ"
"5023","SP","IPEÚNA"
"5024","SP","IPIGUÁ"
"5025","SP","IPORANGA"
"5026","SP","IPUÃ"
"5027","SP","IRACEMÁPOLIS"
"5028","SP","IRAPURU"
"5029","SP","IRAPUÃ"
"5030","SP","ITABERÁ"
"5031","SP","ITAJOBI"
"5032","SP","ITAJU"
"5033","SP","ITANHAÉM"
"5034","SP","ITAOCA"
"5035","SP","ITAPECERICA DA SERRA"
"5036","SP","ITAPETININGA"
"5037","SP","ITAPEVA"
"5038","SP","ITAPEVI"
"5039","SP","ITAPIRA"
"5040","SP","ITAPIRAPUÃ PAULISTA"
"5041","SP","ITAPORANGA"
"5042","SP","ITAPURA"
"5043","SP","ITAPUÍ"
"5044","SP","ITAQUAQUECETUBA"
"5045","SP","ITARARÉ"
"5046","SP","ITARIRI"
"5047","SP","ITATIBA"
"5048","SP","ITATINGA"
"5049","SP","ITAÍ"
"5050","SP","ITIRAPINA"
"5051","SP","ITIRAPUÃ"
"5052","SP","ITOBI"
"5053","SP","ITU"
"5054","SP","ITUPEVA"
"5055","SP","ITUVERAVA"
"5056","SP","ITÁPOLIS"
"5057","SP","JABORANDI"
"5058","SP","JABOTICABAL"
"5059","SP","JACAREÍ"
"5060","SP","JACI"
"5061","SP","JACUPIRANGA"
"5062","SP","JAGUARIÚNA"
"5063","SP","JALES"
"5064","SP","JAMBEIRO"
"5065","SP","JANDIRA"
"5066","SP","JARDINÓPOLIS"
"5067","SP","JARINU"
"5068","SP","JAÚ"
"5069","SP","JERIQUARA"
"5070","SP","JOANÓPOLIS"
"5071","SP","JOSÉ BONIFÁCIO"
"5072","SP","JOÃO RAMALHO"
"5073","SP","JUMIRIM"
"5074","SP","JUNDIAÍ"
"5075","SP","JUNQUEIRÓPOLIS"
"5076","SP","JUQUITIBA"
"5077","SP","JUQUIÁ"
"5078","SP","JÚLIO MESQUITA"
"5079","SP","LAGOINHA"
"5080","SP","LARANJAL PAULISTA"
"5081","SP","LAVRINHAS"
"5082","SP","LAVÍNIA"
"5083","SP","LEME"
"5084","SP","LENÇÓIS PAULISTA"
"5085","SP","LIMEIRA"
"5086","SP","LINDÓIA"
"5087","SP","LINS"
"5088","SP","LORENA"
"5089","SP","LOURDES"
"5090","SP","LOUVEIRA"
"5091","SP","LUCIANÓPOLIS"
"5092","SP","LUCÉLIA"
"5093","SP","LUIZIÂNIA"
"5094","SP","LUPÉRCIO"
"5095","SP","LUTÉCIA"
"5096","SP","LUÍS ANTÔNIO"
"5097","SP","MACATUBA"
"5098","SP","MACAUBAL"
"5099","SP","MACEDÔNIA"
"5100","SP","MAGDA"
"5101","SP","MAIRINQUE"
"5102","SP","MAIRIPORÃ"
"5103","SP","MANDURI"
"5104","SP","MARABÁ PAULISTA"
"5105","SP","MARACAÍ"
"5106","SP","MARAPOAMA"
"5107","SP","MARINÓPOLIS"
"5108","SP","MARIÁPOLIS"
"5109","SP","MARTINÓPOLIS"
"5110","SP","MARÍLIA"
"5111","SP","MATÃO"
"5112","SP","MAUÁ"
"5113","SP","MENDONÇA"
"5114","SP","MERIDIANO"
"5115","SP","MESÓPOLIS"
"5116","SP","MIGUELÓPOLIS"
"5117","SP","MINEIROS DO TIETÊ"
"5118","SP","MIRA ESTRELA"
"5119","SP","MIRACATU"
"5120","SP","MIRANDÓPOLIS"
"5121","SP","MIRANTE DO PARANAPANEMA"
"5122","SP","MIRASSOL"
"5123","SP","MIRASSOLÂNDIA"
"5124","SP","MOCOCA"
"5125","SP","MOGI DAS CRUZES"
"5126","SP","MOGI GUAÇU"
"5127","SP","MOGI MIRIM"
"5128","SP","MOMBUCA"
"5129","SP","MONGAGUÁ"
"5130","SP","MONTE ALEGRE DO SUL"
"5131","SP","MONTE ALTO"
"5132","SP","MONTE APRAZÍVEL"
"5133","SP","MONTE AZUL PAULISTA"
"5134","SP","MONTE CASTELO"
"5135","SP","MONTE MOR"
"5136","SP","MONTEIRO LOBATO"
"5137","SP","MONÇÕES"
"5138","SP","MORRO AGUDO"
"5139","SP","MORUNGABA"
"5140","SP","MOTUCA"
"5141","SP","MURUTINGA DO SUL"
"5142","SP","NANTES"
"5143","SP","NARANDIBA"
"5144","SP","NATIVIDADE DA SERRA"
"5145","SP","NAZARÉ PAULISTA"
"5146","SP","NEVES PAULISTA"
"5147","SP","NHANDEARA"
"5148","SP","NIPOÃ"
"5149","SP","NOVA ALIANÇA"
"5150","SP","NOVA CAMPINA"
"5151","SP","NOVA CANAÃ PAULISTA"
"5152","SP","NOVA CASTILHO"
"5153","SP","NOVA EUROPA"
"5154","SP","NOVA GRANADA"
"5155","SP","NOVA GUATAPORANGA"
"5156","SP","NOVA INDEPENDÊNCIA"
"5157","SP","NOVA LUZITÂNIA"
"5158","SP","NOVA ODESSA"
"5159","SP","NOVAIS"
"5160","SP","NOVO HORIZONTE"
"5161","SP","NUPORANGA"
"5162","SP","OCAUÇU"
"5163","SP","OLÍMPIA"
"5164","SP","ONDA VERDE"
"5165","SP","ORIENTE"
"5166","SP","ORINDIÚVA"
"5167","SP","ORLÂNDIA"
"5168","SP","OSASCO"
"5169","SP","OSCAR BRESSANE"
"5170","SP","OSVALDO CRUZ"
"5171","SP","OURINHOS"
"5172","SP","OURO VERDE"
"5173","SP","OUROESTE"
"5174","SP","PACAEMBU"
"5175","SP","PALESTINA"
"5176","SP","PALMARES PAULISTA"
"5177","SP","PALMEIRA D'OESTE"
"5178","SP","PALMITAL"
"5179","SP","PANORAMA"
"5180","SP","PARAGUAÇU PAULISTA"
"5181","SP","PARAIBUNA"
"5182","SP","PARANAPANEMA"
"5183","SP","PARANAPUÃ"
"5184","SP","PARAPUÃ"
"5185","SP","PARAÍSO"
"5186","SP","PARDINHO"
"5187","SP","PARIQUERA-AÇU"
"5188","SP","PARISI"
"5189","SP","PATROCÍNIO PAULISTA"
"5190","SP","PAULICÉIA"
"5191","SP","PAULISTÂNIA"
"5192","SP","PAULO DE FARIA"
"5193","SP","PAULÍNIA"
"5194","SP","PEDERNEIRAS"
"5195","SP","PEDRA BELA"
"5196","SP","PEDRANÓPOLIS"
"5197","SP","PEDREGULHO"
"5198","SP","PEDREIRA"
"5199","SP","PEDRINHAS PAULISTA"
"5200","SP","PEDRO DE TOLEDO"
"5201","SP","PENÁPOLIS"
"5202","SP","PEREIRA BARRETO"
"5203","SP","PEREIRAS"
"5204","SP","PERUÍBE"
"5205","SP","PIACATU"
"5206","SP","PIEDADE"
"5207","SP","PILAR DO SUL"
"5208","SP","PINDAMONHANGABA"
"5209","SP","PINDORAMA"
"5210","SP","PINHALZINHO"
"5211","SP","PIQUEROBI"
"5212","SP","PIQUETE"
"5213","SP","PIRACAIA"
"5214","SP","PIRACICABA"
"5215","SP","PIRAJU"
"5216","SP","PIRAJUÍ"
"5217","SP","PIRANGI"
"5218","SP","PIRAPORA DO BOM JESUS"
"5219","SP","PIRAPOZINHO"
"5220","SP","PIRASSUNUNGA"
"5221","SP","PIRATININGA"
"5222","SP","PITANGUEIRAS"
"5223","SP","PLANALTO"
"5224","SP","PLATINA"
"5225","SP","POLONI"
"5226","SP","POMPÉIA"
"5227","SP","PONGAÍ"
"5228","SP","PONTAL"
"5229","SP","PONTALINDA"
"5230","SP","PONTES GESTAL"
"5231","SP","POPULINA"
"5232","SP","PORANGABA"
"5233","SP","PORTO FELIZ"
"5234","SP","PORTO FERREIRA"
"5235","SP","POTIM"
"5236","SP","POTIRENDABA"
"5237","SP","POÁ"
"5238","SP","PRACINHA"
"5239","SP","PRADÓPOLIS"
"5240","SP","PRAIA GRANDE"
"5241","SP","PRATÂNIA"
"5242","SP","PRESIDENTE ALVES"
"5243","SP","PRESIDENTE BERNARDES"
"5244","SP","PRESIDENTE EPITÁCIO"
"5245","SP","PRESIDENTE PRUDENTE"
"5246","SP","PRESIDENTE VENCESLAU"
"5247","SP","PROMISSÃO"
"5248","SP","QUADRA"
"5249","SP","QUATÁ"
"5250","SP","QUEIROZ"
"5251","SP","QUELUZ"
"5252","SP","QUINTANA"
"5253","SP","RAFARD"
"5254","SP","RANCHARIA"
"5255","SP","REDENÇÃO DA SERRA"
"5256","SP","REGENTE FEIJÓ"
"5257","SP","REGINÓPOLIS"
"5258","SP","REGISTRO"
"5259","SP","RESTINGA"
"5260","SP","RIBEIRA"
"5261","SP","RIBEIRÃO BONITO"
"5262","SP","RIBEIRÃO BRANCO"
"5263","SP","RIBEIRÃO CORRENTE"
"5264","SP","RIBEIRÃO DO SUL"
"5265","SP","RIBEIRÃO DOS ÍNDIOS"
"5266","SP","RIBEIRÃO GRANDE"
"5267","SP","RIBEIRÃO PIRES"
"5268","SP","RIBEIRÃO PRETO"
"5269","SP","RIFAINA"
"5270","SP","RINCÃO"
"5271","SP","RINÓPOLIS"
"5272","SP","RIO CLARO"
"5273","SP","RIO DAS PEDRAS"
"5274","SP","RIO GRANDE DA SERRA"
"5275","SP","RIOLÂNDIA"
"5276","SP","RIVERSUL"
"5277","SP","ROSANA"
"5278","SP","ROSEIRA"
"5279","SP","RUBINÉIA"
"5280","SP","RUBIÁCEA"
"5281","SP","SABINO"
"5282","SP","SAGRES"
"5283","SP","SALES"
"5284","SP","SALES OLIVEIRA"
"5285","SP","SALESÓPOLIS"
"5286","SP","SALMOURÃO"
"5287","SP","SALTINHO"
"5288","SP","SALTO"
"5289","SP","SALTO DE PIRAPORA"
"5290","SP","SALTO GRANDE"
"5291","SP","SANDOVALINA"
"5292","SP","SANTA ADÉLIA"
"5293","SP","SANTA ALBERTINA"
"5294","SP","SANTA BRANCA"
"5295","SP","SANTA BÁRBARA D'OESTE"
"5296","SP","SANTA CLARA D'OESTE"
"5297","SP","SANTA CRUZ DA CONCEIÇÃO"
"5298","SP","SANTA CRUZ DA ESPERANÇA"
"5299","SP","SANTA CRUZ DAS PALMEIRAS"
"5300","SP","SANTA CRUZ DO RIO PARDO"
"5301","SP","SANTA ERNESTINA"
"5302","SP","SANTA FÉ DO SUL"
"5303","SP","SANTA GERTRUDES"
"5304","SP","SANTA ISABEL"
"5305","SP","SANTA LÚCIA"
"5306","SP","SANTA MARIA DA SERRA"
"5307","SP","SANTA MERCEDES"
"5308","SP","SANTA RITA D'OESTE"
"5309","SP","SANTA RITA DO PASSA QUATRO"
"5310","SP","SANTA ROSA DE VITERBO"
"5311","SP","SANTA SALETE"
"5312","SP","SANTANA DA PONTE PENSA"
"5313","SP","SANTANA DE PARNAÍBA"
"5314","SP","SANTO ANASTÁCIO"
"5315","SP","SANTO ANDRÉ"
"5316","SP","SANTO ANTÔNIO DA ALEGRIA"
"5317","SP","SANTO ANTÔNIO DE POSSE"
"5318","SP","SANTO ANTÔNIO DO ARACANGUÁ"
"5319","SP","SANTO ANTÔNIO DO JARDIM"
"5320","SP","SANTO ANTÔNIO DO PINHAL"
"5321","SP","SANTO EXPEDITO"
"5322","SP","SANTOS"
"5323","SP","SANTÓPOLIS DO AGUAPEÍ"
"5324","SP","SARAPUÍ"
"5325","SP","SARUTAIÁ"
"5326","SP","SEBASTIANÓPOLIS DO SUL"
"5327","SP","SERRA AZUL"
"5328","SP","SERRA NEGRA"
"5329","SP","SERRANA"
"5330","SP","SERTÃOZINHO"
"5331","SP","SETE BARRAS"
"5332","SP","SEVERÍNIA"
"5333","SP","SILVEIRAS"
"5334","SP","SOCORRO"
"5335","SP","SOROCABA"
"5336","SP","SUD MENNUCCI"
"5337","SP","SUMARÉ"
"5338","SP","SUZANO"
"5339","SP","SUZANÁPOLIS"
"5340","SP","SÃO BENTO DO SAPUCAÍ"
"5341","SP","SÃO BERNARDO DO CAMPO"
"5342","SP","SÃO CAETANO DO SUL"
"5343","SP","SÃO CARLOS"
"5344","SP","SÃO FRANCISCO"
"5345","SP","SÃO JOAQUIM DA BARRA"
"5346","SP","SÃO JOSÉ DA BELA VISTA"
"5347","SP","SÃO JOSÉ DO BARREIRO"
"5348","SP","SÃO JOSÉ DO RIO PARDO"
"5349","SP","SÃO JOSÉ DO RIO PRETO"
"5350","SP","SÃO JOSÉ DOS CAMPOS"
"5351","SP","SÃO JOÃO DA BOA VISTA"
"5352","SP","SÃO JOÃO DAS DUAS PONTES"
"5353","SP","SÃO JOÃO DE IRACEMA"
"5354","SP","SÃO JOÃO DO PAU D'ALHO"
"5355","SP","SÃO LOURENÇO DA SERRA"
"5356","SP","SÃO LUÍS DO PARAITINGA"
"5357","SP","SÃO MANUEL"
"5358","SP","SÃO MIGUEL ARCANJO"
"5359","SP","SÃO PAULO"
"5360","SP","SÃO PEDRO"
"5361","SP","SÃO PEDRO DO TURVO"
"5362","SP","SÃO ROQUE"
"5363","SP","SÃO SEBASTIÃO"
"5364","SP","SÃO SEBASTIÃO DA GRAMA"
"5365","SP","SÃO SIMÃO"
"5366","SP","SÃO VICENTE"
"5367","SP","TABAPUÃ"
"5368","SP","TABATINGA"
"5369","SP","TABOÃO DA SERRA"
"5370","SP","TACIBA"
"5371","SP","TAGUAÍ"
"5372","SP","TAIAÇU"
"5373","SP","TAIÚVA"
"5374","SP","TAMBAÚ"
"5375","SP","TANABI"
"5376","SP","TAPIRATIBA"
"5377","SP","TAPIRAÍ"
"5378","SP","TAQUARAL"
"5379","SP","TAQUARITINGA"
"5380","SP","TAQUARITUBA"
"5381","SP","TAQUARIVAÍ"
"5382","SP","TARABAI"
"5383","SP","TARUMÃ"
"5384","SP","TATUÍ"
"5385","SP","TAUBATÉ"
"5386","SP","TEJUPÁ"
"5387","SP","TEODORO SAMPAIO"
"5388","SP","TERRA ROXA"
"5389","SP","TIETÊ"
"5390","SP","TIMBURI"
"5391","SP","TORRE DE PEDRA"
"5392","SP","TORRINHA"
"5393","SP","TRABIJU"
"5394","SP","TREMEMBÉ"
"5395","SP","TRÊS FRONTEIRAS"
"5396","SP","TUIUTI"
"5397","SP","TUPI PAULISTA"
"5398","SP","TUPÃ"
"5399","SP","TURIÚBA"
"5400","SP","TURMALINA"
"5401","SP","UBARANA"
"5402","SP","UBATUBA"
"5403","SP","UBIRAJARA"
"5404","SP","UCHOA"
"5405","SP","UNIÃO PAULISTA"
"5406","SP","URU"
"5407","SP","URUPÊS"
"5408","SP","URÂNIA"
"5409","SP","VALENTIM GENTIL"
"5410","SP","VALINHOS"
"5411","SP","VALPARAÍSO"
"5412","SP","VARGEM"
"5413","SP","VARGEM GRANDE DO SUL"
"5414","SP","VARGEM GRANDE PAULISTA"
"5415","SP","VERA CRUZ"
"5416","SP","VINHEDO"
"5417","SP","VIRADOURO"
"5418","SP","VISTA ALEGRE DO ALTO"
"5419","SP","VITÓRIA BRASIL"
"5420","SP","VOTORANTIM"
"5421","SP","VOTUPORANGA"
"5422","SP","VÁRZEA PAULISTA"
"5423","SP","ZACARIAS"
"5424","SP","ÁGUAS DA PRATA"
"5425","SP","ÁGUAS DE LINDÓIA"
"5426","SP","ÁGUAS DE SANTA BÁRBARA"
"5427","SP","ÁGUAS DE SÃO PEDRO"
"5428","SP","ÁLVARES FLORENCE"
"5429","SP","ÁLVARES MACHADO"
"5430","SP","ÁLVARO DE CARVALHO"
"5431","SP","ÓLEO"
"5432","TO","ABREULÂNDIA"
"5433","TO","AGUIARNÓPOLIS"
"5434","TO","ALIANÇA DO TOCANTINS"
"5435","TO","ALMAS"
"5436","TO","ALVORADA"
"5437","TO","ANANÁS"
"5438","TO","ANGICO"
"5439","TO","APARECIDA DO RIO NEGRO"
"5440","TO","ARAGOMINAS"
"5441","TO","ARAGUACEMA"
"5442","TO","ARAGUANÃ"
"5443","TO","ARAGUATINS"
"5444","TO","ARAGUAÇU"
"5445","TO","ARAGUAÍNA"
"5446","TO","ARAPOEMA"
"5447","TO","ARRAIAS"
"5448","TO","AUGUSTINÓPOLIS"
"5449","TO","AURORA DO TOCANTINS"
"5450","TO","AXIXÁ DO TOCANTINS"
"5451","TO","BABAÇULÂNDIA"
"5452","TO","BANDEIRANTES DO TOCANTINS"
"5453","TO","BARRA DO OURO"
"5454","TO","BARROLÂNDIA"
"5455","TO","BERNARDO SAYÃO"
"5456","TO","BOM JESUS DO TOCANTINS"
"5457","TO","BRASILÂNDIA DO TOCANTINS"
"5458","TO","BREJINHO DE NAZARÉ"
"5459","TO","BURITI DO TOCANTINS"
"5460","TO","CACHOEIRINHA"
"5461","TO","CAMPOS LINDOS"
"5462","TO","CARIRI DO TOCANTINS"
"5463","TO","CARMOLÂNDIA"
"5464","TO","CARRASCO BONITO"
"5465","TO","CASEARA"
"5466","TO","CENTENÁRIO"
"5467","TO","CHAPADA DA NATIVIDADE"
"5468","TO","CHAPADA DE AREIA"
"5469","TO","COLINAS DO TOCANTINS"
"5470","TO","COLMÉIA"
"5471","TO","COMBINADO"
"5472","TO","CONCEIÇÃO DO TOCANTINS"
"5473","TO","COUTO DE MAGALHÃES"
"5474","TO","CRISTALÂNDIA"
"5475","TO","CRIXÁS DO TOCANTINS"
"5476","TO","DARCINÓPOLIS"
"5477","TO","DIANÓPOLIS"
"5478","TO","DIVINÓPOLIS DO TOCANTINS"
"5479","TO","DOIS IRMÃOS DO TOCANTINS"
"5480","TO","DUERÉ"
"5481","TO","ESPERANTINA"
"5482","TO","FIGUEIRÓPOLIS"
"5483","TO","FILADÉLFIA"
"5484","TO","FORMOSO DO ARAGUAIA"
"5485","TO","FORTALEZA DO TABOCÃO"
"5486","TO","FÁTIMA"
"5487","TO","GOIANORTE"
"5488","TO","GOIATINS"
"5489","TO","GUARAÍ"
"5490","TO","GURUPI"
"5491","TO","IPUEIRAS"
"5492","TO","ITACAJÁ"
"5493","TO","ITAGUATINS"
"5494","TO","ITAPIRATINS"
"5495","TO","ITAPORÃ DO TOCANTINS"
"5496","TO","JAÚ DO TOCANTINS"
"5497","TO","JUARINA"
"5498","TO","LAGOA DA CONFUSÃO"
"5499","TO","LAGOA DO TOCANTINS"
"5500","TO","LAJEADO"
"5501","TO","LAVANDEIRA"
"5502","TO","LIZARDA"
"5503","TO","LUZINÓPOLIS"
"5504","TO","MARIANÓPOLIS DO TOCANTINS"
"5505","TO","MATEIROS"
"5506","TO","MAURILÂNDIA DO TOCANTINS"
"5507","TO","MIRACEMA DO TOCANTINS"
"5508","TO","MIRANORTE"
"5509","TO","MONTE DO CARMO"
"5510","TO","MONTE SANTO DO TOCANTINS"
"5511","TO","MURICILÂNDIA"
"5512","TO","NATIVIDADE"
"5513","TO","NAZARÉ"
"5514","TO","NOVA OLINDA"
"5515","TO","NOVA ROSALÂNDIA"
"5516","TO","NOVO ACORDO"
"5517","TO","NOVO ALEGRE"
"5518","TO","NOVO JARDIM"
"5519","TO","OLIVEIRA DE FÁTIMA"
"5520","TO","PALMAS"
"5521","TO","PALMEIRANTE"
"5522","TO","PALMEIRAS DO TOCANTINS"
"5523","TO","PALMEIRÓPOLIS"
"5524","TO","PARANÃ"
"5525","TO","PARAÍSO DO TOCANTINS"
"5526","TO","PAU D'ARCO"
"5527","TO","PEDRO AFONSO"
"5528","TO","PEIXE"
"5529","TO","PEQUIZEIRO"
"5530","TO","PINDORAMA DO TOCANTINS"
"5531","TO","PIRAQUÊ"
"5532","TO","PIUM"
"5533","TO","PONTE ALTA DO BOM JESUS"
"5534","TO","PONTE ALTA DO TOCANTINS"
"5535","TO","PORTO ALEGRE DO TOCANTINS"
"5536","TO","PORTO NACIONAL"
"5537","TO","PRAIA NORTE"
"5538","TO","PRESIDENTE KENNEDY"
"5539","TO","PUGMIL"
"5540","TO","RECURSOLÂNDIA"
"5541","TO","RIACHINHO"
"5542","TO","RIO DA CONCEIÇÃO"
"5543","TO","RIO DOS BOIS"
"5544","TO","RIO SONO"
"5545","TO","SAMPAIO"
"5546","TO","SANDOLÂNDIA"
"5547","TO","SANTA FÉ DO ARAGUAIA"
"5548","TO","SANTA MARIA DO TOCANTINS"
"5549","TO","SANTA RITA DO TOCANTINS"
"5550","TO","SANTA ROSA DO TOCANTINS"
"5551","TO","SANTA TEREZA DO TOCANTINS"
"5552","TO","SANTA TEREZINHA DO TOCANTINS"
"5553","TO","SILVANÓPOLIS"
"5554","TO","SUCUPIRA"
"5555","TO","SÃO BENTO DO TOCANTINS"
"5556","TO","SÃO FÉLIX DO TOCANTINS"
"5557","TO","SÃO MIGUEL DO TOCANTINS"
"5558","TO","SÃO SALVADOR DO TOCANTINS"
"5559","TO","SÃO SEBASTIÃO DO TOCANTINS"
"5560","TO","SÃO VALÉRIO DA NATIVIDADE"
"5561","TO","SÍTIO NOVO DO TOCANTINS"
"5562","TO","TAGUATINGA"
"5563","TO","TAIPAS DO TOCANTINS"
"5564","TO","TALISMÃ"
"5565","TO","TOCANTINÓPOLIS"
"5566","TO","TOCANTÍNIA"
"5567","TO","TUPIRAMA"
"5568","TO","TUPIRATINS"
"5569","TO","WANDERLÂNDIA"
"5570","TO","XAMBIOÁ"
"5571","ZZ","ABIDJAN-COTE"
"5572","ZZ","ABU DHABI-EAU"
"5573","ZZ","AMÃ-JORD"
"5574","ZZ","ANCARA-TURQ"
"5575","ZZ","ARTIGAS-URUG"
"5576","ZZ","ASSUNÇÃO-PARG"
"5577","ZZ","ATENAS-GREC"
"5578","ZZ","ATLANTA-EUA"
"5579","ZZ","BANGKOK-TAIL"
"5580","ZZ","BARCELONA-ESPA"
"5581","ZZ","BEIRUTE-LBAN"
"5582","ZZ","BELGRADO-SERV"
"5583","ZZ","BERLIM-RFA"
"5584","ZZ","BISSAU-GUIB"
"5585","ZZ","BOGOTÁ-COLO"
"5586","ZZ","BOSTON-EUA"
"5587","ZZ","BRUXELAS-BELG"
"5588","ZZ","BUCARESTE-ROME"
"5589","ZZ","BUDAPESTE-HUNG"
"5590","ZZ","BUENOS AIRES-ARGT"
"5591","ZZ","CAIENA-GUIF"
"5592","ZZ","CAIRO-EGIT"
"5593","ZZ","CAMBERRA-AUST"
"5594","ZZ","CARACAS-VENE"
"5595","ZZ","CHICAGO-EUA"
"5596","ZZ","CIDADE DO CABO-RAFS"
"5597","ZZ","CINGAPURA-CING"
"5598","ZZ","CIUDAD DEL ESTE-PARG"
"5599","ZZ","CIUDAD GUAYANA-VENE"
"5600","ZZ","COCHABAMBA-BOLI"
"5601","ZZ","CONCEPCIÓN-PARG"
"5602","ZZ","COPENHAGUE-DINA"
"5603","ZZ","CÓRDOBA-ARGT"
"5604","ZZ","DACAR-SENE"
"5605","ZZ","DILI-TIML"
"5606","ZZ","DOHA-CATA"
"5607","ZZ","DUBLIN-IRLS"
"5608","ZZ","ENCARNACIÓN-PARG"
"5609","ZZ","ESTOCOLMO-SUEC"
"5610","ZZ","FARO-PORT"
"5611","ZZ","FRANKFURT-RFA"
"5612","ZZ","GENEBRA-SUIC"
"5613","ZZ","GEORGETOWN-GUIA"
"5614","ZZ","GUATEMALA-GUAT"
"5615","ZZ","HAMAMATSU-JAPA"
"5616","ZZ","HARTFORD-EUA"
"5617","ZZ","HAVANA-CUBA"
"5618","ZZ","HELSINQUE-FINL"
"5619","ZZ","HONG KONG-HONG"
"5620","ZZ","HOUSTON-EUA"
"5621","ZZ","ISTAMBUL-TURQ"
"5622","ZZ","JACARTA-INDO"
"5623","ZZ","KINGSTON-JAMA"
"5624","ZZ","KINSHASA-RCON"
"5625","ZZ","KUAITE-KUAI"
"5626","ZZ","KUALA LUMPUR-MALA"
"5627","ZZ","LA PAZ-BOLI"
"5628","ZZ","LAGOS-NIGR"
"5629","ZZ","LIMA-PERU"
"5630","ZZ","LISBOA-PORT"
"5631","ZZ","LIUBLIANA-ESVN"
"5632","ZZ","LONDRES-GBRE"
"5633","ZZ","LOS ANGELES-EUA"
"5634","ZZ","LUANDA-ANGO"
"5635","ZZ","MADRI-ESPA"
"5636","ZZ","MANILA-FILI"
"5637","ZZ","MANÁGUA-NICA"
"5638","ZZ","MAPUTO-MOÇA"
"5639","ZZ","MENDONZA-ARGT"
"5640","ZZ","MIAMI-EUA"
"5641","ZZ","MILÃO-ITAL"
"5642","ZZ","MITSUKAIDO-JAPA"
"5643","ZZ","MONTEVIDÉU-URUG"
"5644","ZZ","MONTREAL-CANA"
"5645","ZZ","MOSCOU-RUSS"
"5646","ZZ","MUNIQUE-RFA"
"5647","ZZ","MÉXICO-MEXI"
"5648","ZZ","NAGOYA-JAPA"
"5649","ZZ","NAIROBI-QUEN"
"5650","ZZ","NICOSIA-CYPR"
"5651","ZZ","NOVA DELHI-INDI"
"5652","ZZ","NOVA YORK-EUA"
"5653","ZZ","OIZUMI-JAPA"
"5654","ZZ","OSLO-NORG"
"5655","ZZ","OTTAWA-CANA"
"5656","ZZ","PANAMÁ-PANA"
"5657","ZZ","PARAMARIBO-SURI"
"5658","ZZ","PARIS-FRAN"
"5659","ZZ","PEDRO CABALLERO-PARG"
