"","DATA_GERACAO","HORA_GERACAO","ANO_ELEICAO","NUM_TURNO","DESCRICAO_ELEICAO","SIGLA_UF","SIGLA_UE","CODIGO_CARGO","DESCRICAO_CARGO","TIPO_LEGENDA","NUMERO_PARTIDO","SIGLA_PARTIDO","NOME_PARTIDO","SIGLA_COLIGACAO","NOME_COLIGACAO","COMPOSICAO_COLIGACAO","SEQUENCIAL_COLIGACAO"
"21","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",33,"PMN","PARTIDO DA MOBILIZAÇÃO NACIONA","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"22","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",36,"PTC","PARTIDO TRABALHISTA CRISTÃO","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"23","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",40,"PSB","PARTIDO SOCIALISTA BRASILEIRO","#NE#","UNIDOS PELO BRASIL","PHS / PPL / PPS / PRP / PSB / PSL",1102
"24","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",44,"PRP","PARTIDO REPUBLICANO PROGRESSISTA","#NE#","UNIDOS PELO BRASIL","PHS / PPL / PPS / PRP / PSB / PSL",1102
"25","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",45,"PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"26","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",51,"PEN","PARTIDO ECOLÓGICO NACIONAL","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"27","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",54,"PPL","PARTIDO PÁTRIA LIVRE","#NE#","UNIDOS PELO BRASIL","PHS / PPL / PPS / PRP / PSB / PSL",1102
"28","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",55,"PSD","PARTIDO SOCIAL DEMOCRÁTICO","#NE#","COM A FORÇA DO POVO","PC do B / PDT / PMDB / PP / PR / PRB / PROS / PSD / PT",1100
"29","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",65,"PC do B","PARTIDO COMUNISTA DO BRASIL","#NE#","COM A FORÇA DO POVO","PC do B / PDT / PMDB / PP / PR / PRB / PROS / PSD / PT",1100
"30","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",70,"PT do B","PARTIDO TRABALHISTA DO BRASIL","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"31","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",77,"SD","SOLIDARIEDADE","#NE#","MUDA BRASIL","DEM / PEN / PMN / PSDB / PT do B / PTB / PTC / PTN / SD",1101
"32","16/07/2017",14:36:30,2014,1,"ELEICOES","BR","BR",1,"PRESIDENTE","COLIGACAO",90,"PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL","#NE#","COM A FORÇA DO POVO","PC do B / PDT / PMDB / PP / PR / PRB / PROS / PSD / PT",1100
